datapath   port   port-speed(B/s)
datapath   port   port-speed(B/s)
01          1        9444.9
01          2          60.1
01          3        3907.8
01          4        5678.4
01          5        2645.3
01          6        2645.3

02          1        3911.7
02          2        3279.8

03          1        3270.0
03          2        2640.0

04          1        2645.3
04          2        1890.8

05          1        1892.7
05          2        2016.0

06          1        2016.0
06          2        2014.0

07          1        2624.3
07          2        5627.6
07          3        1996.0
07          4        1938.4
07          5          59.6

08          1        2642.6
08          2        1952.0

datapath   port   port-speed(B/s)
01          1        9475.1
01          2           0.0
01          3        3884.5
01          4        5850.6
01          5        2569.7
01          6        2629.5

02          1        3880.6
02          2        3253.7

03          1        3263.5
03          2        2634.7

04          1        2567.2
04          2        2069.7

05          1        2069.7
05          2        2000.0

06          1        1998.0
06          2        2000.0

07          1        2629.5
07          2        5856.4
07          3        2004.0
07          4        1942.2
07          5         143.4

08          1        2632.1
08          2        1944.2

datapath   port   port-speed(B/s)
01          1        9470.1
01          2          59.9
01          3        3829.3
01          4        5778.4
01          5        2446.1
01          6        2634.7

02          1        3892.2
02          2        3140.7

03          1        3137.6
03          2        2569.3

04          1        2571.9
04          2        2006.0

05          1        2006.0
05          2        1883.2

06          1        1946.1
06          2        2006.0

07          1        2634.7
07          2        5778.4
07          3        2006.0
07          4        2006.0
07          5           0.0

08          1        2634.7
08          2        2006.0

datapath   port   port-speed(B/s)
01          1        9325.7
01          2          59.8
01          3        3762.0
01          4        5709.9
01          5        2629.5
01          6        2507.0

02          1        3699.2
02          2        3257.0

03          1        3260.2
03          2        2572.3

04          1        2569.3
04          2        2004.0

05          1        2002.0
05          2        2002.0

06          1        1941.2
06          2        2004.0

07          1        2509.5
07          2        5709.9
07          3        2004.0
07          4        2004.0
07          5          59.8

08          1        2509.5
08          2        2004.0

datapath   port   port-speed(B/s)
01          1        9513.9
01          2          59.8
01          3        3884.5
01          4        5761.2
01          5        2629.5
01          6        2629.5

02          1        3884.5
02          2        3257.0

03          1        3257.0
03          2        2507.0

04          1        2564.2
04          2        2000.0

05          1        2002.0
05          2        1942.2
